time,x,y,z
6.057000000000000028e+01,-1.000152039345424626e+01,5.788417891579606955e-01,3.828293283690949522e+01
6.060000000000000142e+01,-6.922304029248368629e+00,2.725618992129156037e+00,3.490598062343150332e+01
6.063000000000000256e+01,-4.289304257184777924e+00,3.525209438077196111e+00,3.171158817205818536e+01
6.066000000000000369e+01,-2.238880107963971966e+00,3.648295297901424039e+00,2.894053962521872236e+01
6.068999999999999773e+01,-7.283645701299554798e-01,3.536027472002272631e+00,2.656786519635216948e+01
6.071999999999999886e+01,3.580838030306599529e-01,3.425711748009279134e+00,2.451129295826784471e+01
6.075000000000000000e+01,1.148561528447719970e+00,3.429520631387614316e+00,2.270416843349945424e+01
6.078000000000000114e+01,1.756975200807093573e+00,3.595867205713565440e+00,2.110732462217920258e+01
6.081000000000000227e+01,2.275908318547857689e+00,3.946747506339962186e+00,1.970438522738744425e+01
6.084000000000000341e+01,2.778448938577216420e+00,4.497987771277816904e+00,1.849693453416871591e+01
6.087000000000000455e+01,3.323170615218236534e+00,5.268729408352768040e+00,1.750352449791529352e+01
6.089999999999999858e+01,3.959228117768061939e+00,6.283699588540997638e+00,1.676271199533806211e+01
6.092999999999999972e+01,4.729854691184200988e+00,7.569083969752773200e+00,1.633953704955863628e+01
6.096000000000000085e+01,5.672834349280428512e+00,9.140133773582002519e+00,1.633411648411462380e+01
6.099000000000000199e+01,6.816047547371309356e+00,1.097611319703544730e+01,1.688840458416782297e+01
6.102000000000000313e+01,8.165358679576472767e+00,1.297755467785265715e+01,1.818065918981939433e+01
6.105000000000000426e+01,9.682162101937167975e+00,1.490784533352199404e+01,2.038593392506360047e+01
6.107999999999999829e+01,1.125203229768447599e+01,1.634713252977668674e+01,2.357262509389551042e+01
6.110999999999999943e+01,1.265910900969741526e+01,1.673528215280600762e+01,2.753005732158774066e+01
6.114000000000000057e+01,1.360192556215402249e+01,1.560132630835132872e+01,3.162453377009147104e+01
6.117000000000000171e+01,1.378906041827854878e+01,1.293755128618516181e+01,3.490849543709373393e+01
6.120000000000000284e+01,1.309246823838573093e+01,9.384423916556968948e+00,3.658827540997263128e+01
6.123000000000000398e+01,1.164218067083744401e+01,5.908254304917827326e+00,3.649600973626636602e+01
6.125999999999999801e+01,9.764167593701897019e+00,3.228514755858814311e+00,3.507466265389037119e+01
6.128999999999999915e+01,7.816960934561399732e+00,1.553378195958601271e+00,3.296109517869883376e+01
6.132000000000000028e+01,6.062942219833360902e+00,7.230493446271530900e-01,3.064071263407021206e+01
6.135000000000000142e+01,4.633384554340703509e+00,4.613818453977159284e-01,2.836925232500157179e+01
6.138000000000000256e+01,3.556646219988615520e+00,5.286868822129773271e-01,2.624322940457318865e+01
6.141000000000000369e+01,2.802593893950216852e+00,7.664825041910475756e-01,2.428315595886574130e+01
6.143999999999999773e+01,2.318416846633646333e+00,1.089289148584386524e+00,2.248351951397684445e+01
6.146999999999999886e+01,2.050479917867486179e+00,1.462922392403721572e+00,2.083434936754695599e+01
6.150000000000000000e+01,1.955036245987226140e+00,1.885390274766065355e+00,1.932836262378106440e+01
6.153000000000000114e+01,2.002079482510888742e+00,2.374167900258308261e+00,1.796299178199666002e+01
6.156000000000000227e+01,2.175729142508175951e+00,2.959170719911060399e+00,1.674162863265456735e+01
6.159000000000000341e+01,2.473286734357643901e+00,3.679648147899999611e+00,1.567583932044748884e+01
6.162000000000000455e+01,2.904062667757909555e+00,4.583115111448716306e+00,1.478945024752796833e+01
6.164999999999999858e+01,3.488291005724582394e+00,5.724289494516717980e+00,1.412535731915936488e+01
6.167999999999999972e+01,4.255756648893932237e+00,7.161216578633819552e+00,1.375600602515339155e+01
6.171000000000000085e+01,5.242897366378687529e+00,8.943820462479809663e+00,1.379794472906118941e+01
6.174000000000000199e+01,6.485802622039596343e+00,1.108674628002647111e+01,1.442801314872195917e+01
6.177000000000000313e+01,8.004574602356825608e+00,1.351494166950440246e+01,1.589010580426849017e+01
6.180000000000000426e+01,9.772880649563948197e+00,1.597457126206637135e+01,1.846233339014626296e+01
6.182999999999999829e+01,1.166958414831491631e+01,1.793491504673065506e+01,2.232866521752681521e+01
6.185999999999999943e+01,1.342741205531766902e+01,1.859543721639753144e+01,2.731168073270728769e+01
6.189000000000000057e+01,1.463376258323413381e+01,1.720041084467669279e+01,3.258290980821290361e+01
6.192000000000000171e+01,1.486298627878729128e+01,1.367504707894052807e+01,3.676090748214621584e+01
6.195000000000000284e+01,1.392497494796892710e+01,8.993218976142344445e+00,3.868777009478430529e+01
6.198000000000000398e+01,1.202277622436952420e+01,4.608664317344313588e+00,3.824050790221917140e+01
6.200999999999999801e+01,9.635027432332497810e+00,1.469807904452978820e+00,3.621276122811681830e+01
6.203999999999999915e+01,7.245456352034949532e+00,-3.038195759635134996e-01,3.354500519132555780e+01
6.207000000000000028e+01,5.165867677794685697e+00,-1.066045419474664024e+00,3.083255051656832535e+01
6.210000000000000142e+01,3.518321056640192346e+00,-1.239181350520592861e+00,2.831512234817422780e+01
6.213000000000000256e+01,2.296860217978575314e+00,-1.136358043449026134e+00,2.603896992872790861e+01
6.216000000000000369e+01,1.434065110710088131e+00,-9.434773166075012263e-01,2.398205381464336483e+01
6.219000000000000483e+01,8.456137739883564652e-01,-7.541523711241562289e-01,2.211116876052268054e+01
6.221999999999999886e+01,4.532023438571557428e-01,-6.070713118225359306e-01,2.039902476349305616e+01
6.225000000000000000e+01,1.932286140530639074e-01,-5.126604319921510555e-01,1.882585589969433926e+01
6.228000000000000114e+01,1.783198139238070107e-02,-4.692944959248993020e-01,1.737724610390134217e+01
6.231000000000000227e+01,-1.074363941190360494e-01,-4.721679546653480553e-01,1.604204351129658690e+01
6.234000000000000341e+01,-2.069571571221876238e-01,-5.177114252752392787e-01,1.481108643255988966e+01
6.237000000000000455e+01,-2.982905131251695208e-01,-6.056162043590469501e-01,1.367658302036178952e+01
6.239999999999999858e+01,-3.949324908237012988e-01,-7.397857127168191438e-01,1.263190299997907218e+01
6.242999999999999972e+01,-5.085488596298955999e-01,-9.290010294387057721e-01,1.167164790829686360e+01
6.246000000000000085e+01,-6.508171434174294667e-01,-1.187755444630089308e+00,1.079198848682785794e+01
6.249000000000000199e+01,-8.350625655133304681e-01,-1.537528224733073934e+00,9.991376939195701468e+00
6.252000000000000313e+01,-1.077880630263525985e+00,-2.008670047641606171e+00,9.271891384402973557e+00
6.255000000000000426e+01,-1.400923422716351840e+00,-2.642992975058132021e+00,8.641705959053435748e+00
6.257999999999999829e+01,-1.832986330025057731e+00,-3.496991959718922516e+00,8.119582759848732678e+00
6.260999999999999943e+01,-2.412426069709812104e+00,-4.645161172895089230e+00,7.742956395245777834e+00
6.264000000000000057e+01,-3.189654040272024815e+00,-6.181629359201014751e+00,7.582205123712925321e+00
6.267000000000000171e+01,-4.228703292639010236e+00,-8.215271913752285826e+00,7.764846860560171926e+00
6.270000000000000284e+01,-5.605059496231815430e+00,-1.084653877197970928e+01,8.513126284166164126e+00
6.273000000000000398e+01,-7.392992946681173017e+00,-1.410096798278723185e+01,1.019098508900481370e+01
6.275999999999999801e+01,-9.628553853906998583e+00,-1.777806386686282636e+01,1.332573402588875844e+01
6.278999999999999915e+01,-1.222765036561205498e+01,-2.119048250325602467e+01,1.848970936332764481e+01
6.282000000000000028e+01,-1.485423255319891744e+01,-2.293581256188391393e+01,2.582564877211097354e+01
6.285000000000000142e+01,-1.682457228339191602e+01,-2.126235794695832482e+01,3.418854707559193429e+01
6.288000000000000256e+01,-1.728877941184191869e+01,-1.559753626032315843e+01,4.087504489886807590e+01
6.291000000000000369e+01,-1.580875004404250461e+01,-7.909666298538994944e+00,4.342285522556382205e+01
6.294000000000000483e+01,-1.279613849015285787e+01,-1.279188552917652766e+00,4.192086926796898183e+01
6.296999999999999886e+01,-9.189456201194676765e+00,2.769529851599316306e+00,3.839793372899970336e+01
6.300000000000000000e+01,-5.798438893879772849e+00,4.578584707976594892e+00,3.463076694516384890e+01
6.303000000000000114e+01,-3.019035753440670433e+00,5.093223827778829538e+00,3.135797572193041560e+01
6.306000000000000227e+01,-9.160482179949301917e-01,5.064229078224077973e+00,2.866966750632830951e+01
6.309000000000000341e+01,6.114072696239711835e-01,4.920534628652641906e+00,2.645257054969438926e+01
6.312000000000000455e+01,1.715457472708278530e+00,4.869043634252759212e+00,2.458889521082105745e+01
6.314999999999999858e+01,2.543788501370058963e+00,4.997565403891278457e+00,2.300458482181143083e+01
6.317999999999999972e+01,3.219764824448662299e+00,5.338834397568923862e+00,2.166670705503377192e+01
6.321000000000000085e+01,3.839726508374801117e+00,5.904053369146343933e+00,2.057307924238454078e+01
6.324000000000000199e+01,4.476816768910097721e+00,6.697516273208964144e+00,1.974597930422543612e+01
6.327000000000000313e+01,5.185809089238785141e+00,7.719058555556852497e+00,1.923068701039129280e+01
6.330000000000000426e+01,6.005984718342488371e+00,8.957042216186584582e+00,1.909637340465421573e+01
6.332999999999999829e+01,6.960200618358991065e+00,1.037220283564025181e+01,1.943507530841147712e+01
6.335999999999999943e+01,8.048770546549352645e+00,1.187269295103744149e+01,2.035162894427507396e+01
6.339000000000000057e+01,9.237705673612838453e+00,1.328537395246259400e+01,2.193373502439541056e+01
6.342000000000000171e+01,1.044377241348289864e+01,1.434086956621217368e+01,2.419160621305282177e+01
6.345000000000000284e+01,1.152513550130103148e+01,1.470727920354670459e+01,2.697273687783312113e+01
6.348000000000000398e+01,1.229404849858859805e+01,1.410720043995429052e+01,2.989950473792222851e+01
6.350999999999999801e+01,1.256667456721610243e+01,1.249448754544578399e+01,3.241901970220762053e+01
6.353999999999999915e+01,1.224075881409355304e+01,1.016227620971960555e+01,3.401000264456007471e+01
6.357000000000000028e+01,1.135472010908347329e+01,7.642896129086425461e+00,3.442980142371241215e+01
6.360000000000000142e+01,1.007900615524204646e+01,5.445765945890688187e+00,3.379317317997598735e+01
6.363000000000000256e+01,8.643589043429320995e+00,3.851374823343059361e+00,3.243244908122298398e+01
6.366000000000000369e+01,7.255806665967488911e+00,2.892106961273640753e+00,3.069672775417135924e+01
6.369000000000000483e+01,6.054597787230698636e+00,2.455768268230727802e+00,2.883899529030071918e+01
6.371999999999999886e+01,5.106608299962831055e+00,2.394225397278775258e+00,2.700467326836879423e+01
6.375000000000000000e+01,4.425337162774606092e+00,2.584348990582276961e+00,2.526544555005353487e+01
6.378000000000000114e+01,3.994778065754062801e+00,2.946565886016750291e+00,2.365479598985387355e+01
6.381000000000000227e+01,3.788242531483443809e+00,3.441699301922124032e+00,2.219134953491009909e+01
6.384000000000000341e+01,3.780273448642131662e+00,4.060995852077999402e+00,2.089168413086030540e+01
6.387000000000000455e+01,3.952785942590034018e+00,4.816093870380312225e+00,1.977758996143743531e+01
6.389999999999999858e+01,4.297233343073100009e+00,5.730529696848543963e+00,1.888151888300485837e+01
6.392999999999999972e+01,4.814129659217193158e+00,6.831716852130609752e+00,1.825217146935630907e+01
6.396000000000000085e+01,5.510416937876470023e+00,8.140845475486617744e+00,1.796060652986444950e+01
6.399000000000000199e+01,6.394227083753402319e+00,9.657120599433261177e+00,1.810531823897782289e+01
6.401999999999999602e+01,7.465710094971593769e+00,1.133254878985154157e+01,1.881129610598544843e+01
6.404999999999999716e+01,8.702224755571652537e+00,1.303633794225012110e+01,2.021237153568267075e+01
6.407999999999999829e+01,1.003758528077252166e+01,1.451881155472118223e+01,2.240026640309069705e+01
6.410999999999999943e+01,1.134057915144441786e+01,1.540804099438055097e+01,2.532848741619359956e+01
6.414000000000000057e+01,1.240893220132822705e+01,1.529647322674301257e+01,2.869655737026289088e+01
6.417000000000000171e+01,1.300414974730854389e+01,1.394802566629365970e+01,3.191473464751134514e+01
6.420000000000000284e+01,1.293848561895599936e+01,1.152411333271584226e+01,3.427652351369146544e+01
6.423000000000000398e+01,1.217483420188737142e+01,8.597153930268650157e+00,3.530358913160925027e+01
6.426000000000000512e+01,1.086055835682751436e+01,5.859932592268327411e+00,3.498148179910450040e+01
6.429000000000000625e+01,9.259999437838125402e+00,3.777067033513962002e+00,3.366975395861323506e+01
6.432000000000000739e+01,7.641461896193070480e+00,2.467897947226745270e+00,3.182356236228762114e+01
6.434999999999999432e+01,6.198024734177054462e+00,1.816511963853294498e+00,2.979165141340093470e+01
6.437999999999999545e+01,5.028649610947572235e+00,1.630861590693721386e+00,2.777239944779897129e+01
6.440999999999999659e+01,4.158391727237591873e+00,1.741364771862135674e+00,2.585566780101036244e+01
6.443999999999999773e+01,3.569252689510177490e+00,2.033825636171709750e+00,2.407479815895469955e+01
6.446999999999999886e+01,3.225926598554619051e+00,2.447274718061847043e+00,2.244080529151106518e+01
6.450000000000000000e+01,3.092348131221055674e+00,2.960810759017241445e+00,2.095962001832793931e+01
6.453000000000000114e+01,3.140405098604378331e+00,3.580617319302462409e+00,1.964004353189170970e+01
6.456000000000000227e+01,3.353472542749639462e+00,4.330336373842695430e+00,1.849832364497644477e+01
6.459000000000000341e+01,3.726979056553805680e+00,5.244366028055361006e+00,1.756258836498544085e+01
6.462000000000000455e+01,4.267286618885215432e+00,6.362091738230123639e+00,1.687868748141528386e+01
6.465000000000000568e+01,4.989173764515919096e+00,7.720015202121577325e+00,1.651794322236274226e+01
6.468000000000000682e+01,5.911186505708107219e+00,9.337479159184821853e+00,1.658586732836470290e+01
6.471000000000000796e+01,7.047005889930996858e+00,1.119037313264021449e+01,1.722757175819812048e+01
6.473999999999999488e+01,8.390005414339055889e+00,1.316799790952442883e+01,1.861853138448971023e+01
6.476999999999999602e+01,9.888577760888203727e+00,1.501753116892900053e+01,2.091847594011248646e+01
6.479999999999999716e+01,1.141485678471986098e+01,1.630891980253498730e+01,2.416122013433245996e+01
6.482999999999999829e+01,1.274350505548808599e+01,1.649933708580397251e+01,2.808623934771228292e+01
6.485999999999999943e+01,1.357656681820830258e+01,1.518039437442896755e+01,3.202457423443872386e+01
6.489000000000000057e+01,1.364599351215004042e+01,1.243083572697898909e+01,3.505398781844331779e+01
6.492000000000000171e+01,1.285939173029609428e+01,8.934044173999234673e+00,3.647181231842430549e+01
6.495000000000000284e+01,1.137279117336488810e+01,5.615109593983619085e+00,3.619990782113384853e+01
6.498000000000000398e+01,9.513239506648336175e+00,3.111506539934705273e+00,3.470566110755294886e+01
6.501000000000000512e+01,7.621049820677056275e+00,1.574864573173716309e+00,3.259465708116542260e+01
6.504000000000000625e+01,5.936606950403745309e+00,8.322860796855384713e-01,3.031086555698176710e+01
6.507000000000000739e+01,4.575519466766131416e+00,6.193011096517582192e-01,2.808375240242220272e+01
6.509999999999999432e+01,3.558667207513415143e+00,7.131977141262577646e-01,2.599933603409925809e+01
6.512999999999999545e+01,2.854428246253031709e+00,9.691946621534340833e-01,2.407627505313523741e+01
6.515999999999999659e+01,2.411786933840883940e+00,1.310886990755661508e+00,2.231043170360659289e+01
6.518999999999999773e+01,2.180272720241864359e+00,1.709717272831708712e+00,2.069402325969385359e+01
6.521999999999999886e+01,2.119633870616009386e+00,2.167349270046432075e+00,1.922216622451775692e+01
6.525000000000000000e+01,2.203258481476265462e+00,2.704050416476972529e+00,1.789509221376121317e+01
6.528000000000000114e+01,2.418462326081947111e+00,3.352300249514827968e+00,1.671991008298778425e+01
6.531000000000000227e+01,2.765571412477315416e+00,4.153833500030315484e+00,1.571356613704455185e+01
6.534000000000000341e+01,3.256729306044767291e+00,5.158112757619907285e+00,1.490794266810335955e+01
6.537000000000000455e+01,3.914558300783215206e+00,6.419828624236012082e+00,1.435796199250473215e+01
6.540000000000000568e+01,4.770013733322822524e+00,7.991845016616418995e+00,1.415337560279874296e+01
6.543000000000000682e+01,5.857720167790279042e+00,9.907607666034529359e+00,1.443350709380315600e+01
6.546000000000000796e+01,7.205522952204634457e+00,1.214372267350605128e+01,1.539929383483571002e+01
6.548999999999999488e+01,8.813165844302428553e+00,1.455271204413421593e+01,1.730459638056149529e+01
6.551999999999999602e+01,1.061504298870038809e+01,1.677031936363286846e+01,2.038689144986789614e+01
6.554999999999999716e+01,1.243045281574222116e+01,1.815569086057416470e+01,2.468384648655450064e+01
6.557999999999999829e+01,1.393170748985439644e+01,1.791786906151654790e+01,2.974802512499564600e+01
6.560999999999999943e+01,1.469784090869801219e+01,1.557691745687811746e+01,3.449848459563782654e+01
6.564000000000000057e+01,1.440188335410789655e+01,1.152829035422513826e+01,3.761731985875417905e+01
6.567000000000000171e+01,1.303192271838004501e+01,7.005403004538438338e+00,3.840482833275228813e+01
6.570000000000000284e+01,1.092583843788547249e+01,3.252820638935721043e+00,3.719435037134463329e+01
6.573000000000000398e+01,8.569486504461176324e+00,8.124990466469124151e-01,3.487386318058666035e+01
6.576000000000000512e+01,6.362813741797799238e+00,-4.421380407069199769e-01,3.221405256326244881e+01
6.579000000000000625e+01,4.522688173817557278e+00,-9.009811515815654426e-01,2.962489806214318833e+01
6.582000000000000739e+01,3.107764654099624213e+00,-9.267550087855707108e-01,2.724517086460014070e+01
6.584999999999999432e+01,2.083274726707214253e+00,-7.635460817560587587e-01,2.508749341427283497e+01
6.587999999999999545e+01,1.375960355068323704e+00,-5.473014111269421944e-01,2.312656860626346500e+01
6.590999999999999659e+01,9.072630543512116841e-01,-3.413915967977175225e-01,2.133435234357532195e+01
6.593999999999999773e+01,6.089636841379052479e-01,-1.676122569721173183e-01,1.968884276685525592e+01
6.596999999999999886e+01,4.281595525918052147e-01,-2.683430939146139865e-02,1.817385654973838172e+01
6.600000000000000000e+01,3.268793503729454097e-01,8.905793623215052524e-02,1.677708590962091861e+01
6.603000000000000114e+01,2.795875731654487995e-01,1.911008943740835908e-01,1.548856115297969360e+01
6.606000000000000227e+01,2.703032568177674566e-01,2.907198106100032930e-01,1.429977026540386831e+01
6.609000000000000341e+01,2.901111874807236757e-01,3.991535466900667517e-01,1.320324052874919118e+01
6.612000000000000455e+01,3.353267834106469225e-01,5.278980205323746677e-01,1.219239275634139119e+01
6.615000000000000568e+01,4.063325190514187057e-01,6.896826516817861075e-01,1.126157131403055267e+01
6.618000000000000682e+01,5.070172164611226329e-01,8.997854572517846039e-01,1.040623852278559802e+01
6.621000000000000796e+01,6.447437527363932830e-01,1.177668886418146821e+00,9.623399309487949083e+00
6.623999999999999488e+01,8.308009208480932051e-01,1.549019755826691380e+00,8.912417033760052121e+00
6.626999999999999602e+01,1.081335970469324614e+00,2.048322546412465250e+00,8.276533124485245807e+00
6.629999999999999716e+01,1.418797848362265190e+00,2.722071114217090582e+00,7.725669598972382701e+00
6.632999999999999829e+01,1.873922263958156087e+00,3.632546837578424004e+00,7.281564307301549910e+00
6.635999999999999943e+01,2.488200812663962314e+00,4.861526758291370598e+00,6.987085365310531593e+00
6.639000000000000057e+01,3.316453768364124866e+00,6.511752852540718450e+00,6.922773143270630314e+00
6.642000000000000171e+01,4.428225857773449903e+00,8.700184819237204437e+00,7.234931713934508402e+00
6.645000000000000284e+01,5.904498025603521327e+00,1.152847961532994248e+01,8.178842571759485480e+00
6.648000000000000398e+01,7.821345640407725952e+00,1.500003864718848234e+01,1.017015581680144010e+01
6.651000000000000512e+01,1.020376143478993924e+01,1.883564184168106692e+01,1.379646104899550529e+01
6.654000000000000625e+01,1.292662757089368419e+01,2.217306638677624520e+01,1.964004194250590274e+01
6.657000000000000739e+01,1.556672147930563277e+01,2.337431206263942940e+01,2.766441718900504299e+01
6.659999999999999432e+01,1.733244853327317614e+01,2.065680767310067978e+01,3.626814486559434414e+01
6.662999999999999545e+01,1.735620875851127920e+01,1.395743925377861316e+01,4.237223975720158364e+01
6.665999999999999659e+01,1.536450804360837807e+01,5.926124024737125850e+00,4.384218082500010638e+01
6.668999999999999773e+01,1.199009844640871592e+01,-3.440657669608275793e-01,4.149623893456788437e+01
6.671999999999999886e+01,8.249390415274350019e+00,-3.833401403037882460e+00,3.764089858487270845e+01
6.675000000000000000e+01,4.888914083601894056e+00,-5.226636112124015021e+00,3.387797518853739831e+01
6.678000000000000114e+01,2.211750861757607822e+00,-5.524023342948726878e+00,3.073239273978866493e+01
6.681000000000000227e+01,2.195363405812014168e-01,-5.419074593610250012e+00,2.818986048720627480e+01
6.684000000000000341e+01,-1.218594653044398068e+00,-5.280087129396250134e+00,2.610861884056391347e+01
6.687000000000000455e+01,-2.264146619159240981e+00,-5.274864104769260820e+00,2.437179780096246517e+01
6.690000000000000568e+01,-3.064272578354491294e+00,-5.469826859235860539e+00,2.291353675739079776e+01
6.693000000000000682e+01,-3.737982050608146256e+00,-5.886417810763964198e+00,2.170969309773601452e+01
6.696000000000000796e+01,-4.376161734261993175e+00,-6.528613819364894155e+00,2.076651667268935242e+01
6.698999999999999488e+01,-5.046088172389699977e+00,-7.393022192177507002e+00,2.011454326815123395e+01
6.701999999999999602e+01,-5.795706326870399216e+00,-8.467507589023965053e+00,1.980656157027175723e+01
6.704999999999999716e+01,-6.655158820899613303e+00,-9.720709340187960734e+00,1.991598480618465672e+01
6.707999999999999829e+01,-7.634070917513837706e+00,-1.108355444143675150e+01,2.053008302904530780e+01
6.710999999999999943e+01,-8.713947537972257962e+00,-1.242599880007569801e+01,2.173004959979114403e+01
6.714000000000000057e+01,-9.836908665296395071e+00,-1.353973577837699516e+01,2.354904983060022161e+01
6.717000000000000171e+01,-1.089610302201835523e+01,-1.415013379611291811e+01,2.590733838585904536e+01
6.720000000000000284e+01,-1.173909242089323968e+01,-1.398698588086117844e+01,2.854927785264289497e+01
6.723000000000000398e+01,-1.219780014231746890e+01,-1.291682076997943973e+01,3.104312284162615043e+01
6.726000000000000512e+01,-1.214671644235275849e+01,-1.106710267309391327e+01,3.290155871157329415e+01
6.729000000000000625e+01,-1.156350403848495390e+01,-8.822348651195330405e+00,3.378705149624171611e+01
6.732000000000000739e+01,-1.054905021062031523e+01,-6.654913586556295613e+00,3.365265704592109586e+01
6.734999999999999432e+01,-9.288373959325637585e+00,-4.916270857557136331e+00,3.270602376131651567e+01
6.737999999999999545e+01,-7.980662037858216706e+00,-3.743621737073774547e+00,3.125418989431723915e+01
6.740999999999999659e+01,-6.783208609096448072e+00,-3.102165636194710974e+00,2.956737670906050752e+01
6.743999999999999773e+01,-5.790392396953498277e+00,-2.878771838309319264e+00,2.782717366208148491e+01
6.746999999999999886e+01,-5.040734610941656868e+00,-2.955160800437955704e+00,2.613670321606666036e+01
6.750000000000000000e+01,-4.535708293454653983e+00,-3.242383476230440653e+00,2.455013762641849340e+01
6.753000000000000114e+01,-4.258424146659549159e+00,-3.687985779202130665e+00,2.309799697180757505e+01
6.756000000000000227e+01,-4.187281551395621193e+00,-4.270654234586239717e+00,2.180322928926393899e+01
6.759000000000000341e+01,-4.304059310949271300e+00,-4.991364519704222680e+00,2.069068903753576549e+01
6.762000000000000455e+01,-4.597579788449327687e+00,-5.864525066752533711e+00,1.979349311022096458e+01
6.765000000000000568e+01,-5.064172387487826832e+00,-6.909220859758162803e+00,1.915845008848846476e+01
6.768000000000000682e+01,-5.705585083763360821e+00,-8.138787926642558901e+00,1.885114572073436179e+01
6.771000000000000796e+01,-6.524207882675089998e+00,-9.545940942555454001e+00,1.895932100876341053e+01
6.773999999999999488e+01,-7.514757584200077112e+00,-1.108075782354834438e+01,1.959020364334710251e+01
6.776999999999999602e+01,-8.651380810873698479e+00,-1.262171020182058001e+01,2.085310541671696072e+01
6.779999999999999716e+01,-9.870488228798942387e+00,-1.394903921456638329e+01,2.281502064350429038e+01
6.782999999999999829e+01,-1.105416804526511143e+01,-1.474723812732808881e+01,2.542260159454398760e+01
6.785999999999999943e+01,-1.202718586431238990e+01,-1.467867836119332559e+01,2.841353204869984239e+01
6.789000000000000057e+01,-1.258649215914126529e+01,-1.354669221986816652e+01,3.129341151040256008e+01
6.792000000000000171e+01,-1.257058989542046490e+01,-1.147077488070874196e+01,3.346942918555765800e+01
6.795000000000000284e+01,-1.193935314392401814e+01,-8.905898719258461327e+00,3.451603760815279287e+01
6.798000000000000398e+01,-1.080550491089152665e+01,-6.431094713512494287e+00,3.437234098034865326e+01
6.801000000000000512e+01,-9.387506415592728359e+00,-4.471878851356537510e+00,3.330020038488737555e+01
6.804000000000000625e+01,-7.920175536858805820e+00,-3.178910564529595639e+00,3.167733449415973368e+01
6.807000000000000739e+01,-6.584326095914703636e+00,-2.490719941807800542e+00,2.982162850247929242e+01
6.809999999999999432e+01,-5.482921362811840282e+00,-2.258405024347788448e+00,2.793315588718965259e+01
6.812999999999999545e+01,-4.652441604121042573e+00,-2.335949365836765157e+00,2.611532059801137962e+01
6.815999999999999659e+01,-4.087258873979456197e+00,-2.618112770574792858e+00,2.441535389368183928e+01
6.818999999999999773e+01,-3.762321065344052418e+00,-3.045066168324186417e+00,2.285532720659205808e+01
6.821999999999999886e+01,-3.648922555536103562e+00,-3.593788258761042353e+00,2.144994454621031110e+01
6.825000000000000000e+01,-3.723665893143643491e+00,-4.267161723906625959e+00,2.021592855438597525e+01
6.828000000000000114e+01,-3.972450703940435091e+00,-5.084598801133491719e+00,1.917787086693704168e+01
6.831000000000000227e+01,-4.391246464265610605e+00,-6.074219174472150762e+00,1.837350698863150456e+01
6.834000000000000341e+01,-4.984661024536640284e+00,-7.264681033005846444e+00,1.785969892281191918e+01
6.837000000000000455e+01,-5.762384322523967484e+00,-8.673529504872178109e+00,1.771887451699189953e+01
6.840000000000000568e+01,-6.732616447836348605e+00,-1.028801298839127121e+01,1.806331354072178286e+01
6.843000000000000682e+01,-7.890761976848849280e+00,-1.203470529503111131e+01,1.903024125735277039e+01
6.846000000000000796e+01,-9.201675535863476085e+00,-1.373936470012002786e+01,2.075384843900693710e+01
6.848999999999999488e+01,-1.057637984192425584e+01,-1.509441481392972939e+01,2.329563298066405252e+01
6.851999999999999602e+01,-1.185217723220432440e+01,-1.568033093621357743e+01,2.652833149576991190e+01
6.854999999999999716e+01,-1.279804023333222851e+01,-1.510357845470218230e+01,3.002576678279138989e+01
6.857999999999999829e+01,-1.317175599149705967e+01,-1.324726716952948280e+01,3.309203979471096346e+01
6.860999999999999943e+01,-1.282534028545668114e+01,-1.045908596259188883e+01,3.503293359996046519e+01
6.864000000000000057e+01,-1.179463524502756222e+01,-7.436124918559530173e+00,3.552288009328140106e+01
6.867000000000000171e+01,-1.029333752109351785e+01,-4.845468653613576038e+00,3.473144894382253511e+01
6.870000000000000284e+01,-8.611831878710479060e+00,-3.026116119323865039e+00,3.311280883400715425e+01
6.873000000000000398e+01,-7.003807131034655242e+00,-1.979448240128071301e+00,3.111396407998413949e+01
6.876000000000000512e+01,-5.628732233477882652e+00,-1.531068900049276316e+00,2.903110010029726240e+01
6.879000000000000625e+01,-4.553020368357831416e+00,-1.480214128585899180e+00,2.701394362799697646e+01
6.882000000000000739e+01,-3.779178515732226629e+00,-1.671722327865075242e+00,2.512248181353418985e+01
6.885000000000000853e+01,-3.277222803125436901e+00,-2.010596592583730580e+00,2.337556916993230516e+01
6.887999999999999545e+01,-3.007633660278006271e+00,-2.452109609781392585e+00,2.177838575413801081e+01
6.890999999999999659e+01,-2.934795893715294923e+00,-2.987010013084573146e+00,2.033505997249784158e+01
6.893999999999999773e+01,-3.033387280007407316e+00,-3.629301749545781330e+00,1.905442613060089840e+01
6.896999999999999886e+01,-3.290491957376509458e+00,-4.407904678660377051e+00,1.795390819190904708e+01
6.900000000000000000e+01,-3.705425385304160990e+00,-5.360991157193880419e+00,1.706404566186308003e+01
6.903000000000000114e+01,-4.288260854271606526e+00,-6.530677415783621598e+00,1.643486235817565344e+01
6.906000000000000227e+01,-5.057060703969759707e+00,-7.954753600185039630e+00,1.614440404273203100e+01
6.909000000000000341e+01,-6.032772972240570297e+00,-9.650707737955389831e+00,1.630819501690170270e+01
6.912000000000000455e+01,-7.229576917163985428e+00,-1.158583725660462882e+01,1.708441798514439469e+01
